Title,Detailed Job URL,Job Details,Job Requirements
"Trưởng Bưu cục khách hàng lớn tại Tây Ninh
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/truong-buu-cuc-khach-hang-lon-tai-tay-ninh.35BDE275.html,[],[]
"Area Sales Manager
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/area-sales-manager.35BDE273.html,[],[]
"OPERATIONS ASSISTANT
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/operations-assistant.35BDE25C.html,"['Translations from Russian into Vietnamese and vise versa in daily conversations, texts, training materials and etc., with high quality translations in a short time;', 'Conducting business correspondence (within the competence);', 'Control over the deadlines for fulfilling the instructions of the Head of Contact Center;', 'Scheduling and controlling the work of call center staffs, ensuring the planned number of staffs per working shift;', 'Search, selection and analysis of the necessary information;', 'Regularly control the quality of work and observe the discipline of call center staffs (control of entering the working shift, control of breaks, etc.);', 'Regular assistance to call center staffs in solving customer issues/problems;', 'Provision of up-to-date information for call center staffs, interaction with structural subdivisions of the company;', 'Work in software systems of the company;', 'Maintaining a pleasant, friendly atmosphere in the office;', 'Fulfilment of other instructions of the Head of Contact Center;', 'Professionalism, responsibility, punctuality, sociability.']","['Fluent in Vietnamese and Russian;', 'Experience in the Contact Center - will be an advantage;', 'Good oral and written speech, developed communication skills, willingness to communicate a with colleagues;', 'Initiative and desire to develop is welcome;', 'Business communication and correspondence skills;', 'Ability to work in multitasking mode with a significant amount of information;', 'Managerial and strong organizational skills;', 'High level of responsibility and self-discipline;', 'Active life position and positive outlook;', 'Proficient in office (knowledge of MS Office package: Excel, Word and Power Point);', 'Work from Mon – Fri, 9:00 - 18:00.']"
"Kế toán quản trị nội bộ
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/ke-toan-quan-tri-noi-bo.35BDE243.html,"['Hướng dẫn kế toán viên bằng cách điều phối các hoạt động và giải đáp các thắc mắc liên quan đến nghiệp vụ kế toán.', 'Thu thập, xử lý thông tin, số liệu kế toán, các chứng từ kế toán thông qua các hoạt động của Bệnh viện như: mua tài sản, CCDC, TTBYT, TSCĐ…. Thực hiện thu/chi tiền.', 'Quản lý công nợ phải thu, phải trả, đối chiếu công nợ.', 'Xuất hóa đơn và theo dõi tình hình sử dụng hóa đơn.', 'Kiểm tra các bút toán kết chuyển hàng tháng, đối chiếu số liệu giữa chi tiết và tổng hợp theo dõi, định khoản các nghiệp vụ phát sinh hàng tháng.', 'Lập báo cáo tài chính và quản trị theo yêu cầu của lãnh đạo.', 'Lập đề nghị thanh toán và thực hiện thanh toán tiền thuế các loại đúng hạn, hoàn thuế GTGT theo đúng quy định.', 'Làm việc với Cơ quan Thuế và các bộ phận liên quan.', 'Lập báo cáo kê khai nộp thuế, báo cáo tài chính.', 'Kiểm soát các số liệu hạch toán thuế.', 'Lập và nộp tất cả các loại Báo cáo thuế trừ các phần liên quan đến Thuế TNCN lên cơ quan quản lý thuế (Trình Ban Giám đốc trước khi nộp).', 'Phụ trách một số công tác liên quan tới nghiệp vụ kế toán ngân hàng, vay.', 'Thực hiện công việc khác theo sự chỉ đạo của Kế toán Trưởng và Ban Giám đốc.']","['Tốt nghiệp Cao đẳng, Đại học thuộc các ngành Kế toán, Kiểm toán, Tài chính, ...', 'Kỹ năng giao tiếp, sắp xếp công việc và quản lý công việc hiệu quả, khoa học.', 'Có ít nhất 02 năm kinh nghiệm trở lên tại vị trí tương đương. Ưu tiên có kinh nghiệm kế toán thuế và trong ngành y tế.', 'Có năng lực nghiệp vụ kế toán, có khả năng tổng hợp, nắm vững chế độ kế toán. Thi hành nhiệm vụ chính xác và đúng qui định.', 'Tự tổ chức, sắp xếp và xây dựng kế hoạch để thực hiện nhiệm vụ được phân công.']"
"Nhân viên kinh doanh
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35BDE23C.html,"['Khai thác thị trường mới', 'Chăm sóc và duy trì khách hàng cũ, giải đáp những thắc mắc của khách hàng qua email, điện thoại.', 'Tư vấn, giải đáp cho khách hàng về các lĩnh vực, dịch vụ do công ty đang cung cấp:Thiết kế website, CRM, Chatbot.....', 'Thương thảo, đàm phán trực tiếp và ký hợp đồng với khách hàng, chăm sóc khách hàng sau bán hàng.', 'Lập các báo cáo định kỳ, các bản tin nội bộ phục vụ cho công tác điều hành, và nhu cầu khách hàng của công ty.', 'Sẽ trao đổi cụ thể hơn trong quá trình phỏng vấn.']","['Có ít nhất 1 năm kinh nghiệm ở vị trí tương đương. Ưu tiên kinh nghiệm làm tại các công ty công nghệ, chuyển sổi số', 'Có khả năng giao tiếp và thuyết phục tốt', 'Có khả năng quản lý công việc tốt, khả năng làm việc độc lập', 'Có khả năng nắm bắt thông tin, cơ hội và phân tích thị trường', 'Ưu tiên những người có tính cách quyết liệt, nghiêm túc trong công việc']"
"Nhân viên kế toán công nợ
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ke-toan-cong-no.35BDE235.html,"['Tiếp nhận, kiểm tra nội dung hợp đồng : thông tin khách hàng, điều khoản và hình thức thanh toán, chính sách phạt quá hạn…', 'Định kỳ thực hiện đối chiếu công nợ với từng khách hàng và chốt số liệu công nợ thông qua Biên bản đối chiều công nợ.', 'Định kỳ theo yêu cầu quản lý, lập các báo cáo tổng hợp công nợ phải thu', 'Cung cấp số liệu và phối hợp cũng bộ phận kinh doanh trong việc thu hồi công nợ.', 'Thực hiện một số công việc khác theo yêu cầu bộ phận']","['Tốt nghiệp đại học chuyên ngành kế toán, kiểm toán, tài chính', 'Có kình nghiệm từ 2 năm trở lên ở vị trí kế toán công nợ', 'Tiếng hoa giao tiếp tốt, tính cách hoạt bát, chịu được áp lực công việc', 'Ưu tiên biết sử dụng phần mềm SAP']"
"[Hà Nội] Go to Market Manager
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/ha-noi-go-to-market-manager.35BDE23F.html,"['Quản lý việc phân tích kết quả bán hàng và khuyến mãi của kênh, từng cửa hàng để đề xuất thực hiện các kế hoạch cải tiến', 'Quản lý việc phân tích hiệu suất kênh, hiệu suất cửa hàng và cung cấp thông tin, tham vấn cho Giám đốc PM và Sales team.', 'Theo dõi dữ liệu Tiếp thị, cùng team lập bản đồ công suất của Hệ thống cửa hàng, lập bản đồ cửa hàng và phát triển các kế hoạch cải tiến', 'Là cầu nối giữa Sale và Marketing tư vấn về nhu cầu bán hàng tại điểm cũng như đưa ra các sáng kiến tiếp thị và quản lý ngân sách', 'Làm việc với đội ngũ Sale để xác định và thúc đẩy việc bán hết hàng thông qua các dự án bán lẻ', 'Xây dựng chương trình tiếp cận bán lẻ có hệ thống để đảm bảo sự đồng thuận cao với Cửa hàng, Floor Saleman và những người có ảnh hưởng khác', 'Quản lý nhóm đồng thời truyền cảm hứng và đưa ra yêu cầu cho team bên dưới cùng thực hiện và triển khai công việc.', 'Lên lộ trình và đào tạo phát triển năng lực đội ngũ bên dưới', 'Kiểm soát ngân sách theo ngân sách đã được duyệt', 'Phối hợp chặt chẽ với Trưởng phòng bán hàng để theo dõi triển khai các hạng mục tại điểm bán', 'Báo các các công việc các hạng mục cho cấp trên và những yêu cầu cấp trên cần thông tin.']","['Tốt nghiệp Đại học trở lên chuyên nghành Marketing, Quản trị kinh doanh', 'Có 4-5 năm trở lên kinh nghiệm ở vị trí tương đương, trong ngành điện máy', 'Có mối quan hệ tốt trong nghành, kỹ năng phân tích và phán đoán xu hướng tốt', 'Tư duy “Customers oriented”', 'Khả năng quản lý, temwork', 'Bảo mật thông tin, cẩn thận, tỉ mỉ, chi tiết']"
"Nhân Viên Bảo Trì Chuỗi Siêu Thị ( Quận Tân Bình, Tân Phú)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-bao-tri-chuoi-sieu-thi-quan-tan-binh-tan-phu.35BDE23A.html,[],[]
"Giám Sát Thi Công Các Công Trình Xây Dựng Dân Dụng
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/giam-sat-thi-cong-cac-cong-trinh-xay-dung-dan-dung.35BDE231.html,[],[]
"Nhân Viên Bảo Trì Chuỗi Siêu Thị (Khu Vực TP Thủ Đức)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-bao-tri-chuoi-sieu-thi-khu-vuc-tp-thu-duc.35BDE237.html,[],[]
"Chuyên viên Khách hàng Doanh nghiệp (SME) - CN. Lâm Đồng
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-khach-hang-doanh-nghiep-sme-cn-lam-dong.35BDE238.html,"['Quản lý, chăm sóc danh mục khách hàng Doanh Nghiệp (SME) hiện hữu và phát triển khách hàng mới', 'Thực hiện các chương trình thúc đẩy kinh doanh/sản phẩm/chính sách của Phòng SME Chi nhánh/Khối SME tới khách hàng', 'Thực hiện kiểm tra và giám sát hoạt động cho vay (trước và sau) theo quy trình và quy định sản phẩm', 'Thực hiện giám sát hoạt động sử dụng vốn của khách hàng có quan hệ tín dụng (bảo lãnh, tín dụng , LC…)', 'Triển khai các chương trình thúc đẩy nâng cao chất lượng dịch vụ KH SME và sự hài lòng của khách hàng']","['Tốt nghiệp Đại học trở lên chuyên ngành Tài chính, Ngân hàng, Kinh tế….', 'Hiểu biết về ngành tài chính - ngân hàng, sản phẩm/dịch vụ ngân hàng', 'Thành thạo tin học văn phòng cơ bản (word, excel, outlook…)', 'Kỹ năng bán hàng, kỹ năng giao tiếp tốt', 'Ngoại ngữ: TOEIC 450 trở lên hoặc chứng chỉ tương đương']"
"Nhân viên Bán Hàng làm việc tại K-Market Nha Trang
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ban-hang-lam-viec-tai-k-market-nha-trang.35BDE21C.html,[],[]
"Nhân viên chăm sóc khách hàng
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang.35BDE230.html,[],[]
Chuyên viên Phân tích Tài chính,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-tai-chinh.35BDDC7E.html,"['Analytical, forecasting, and monthly/quarterly/yearly plans are provided.', ""Collect data, analyze it, and come up with solutions to improve the company's efficiency. Provide BOD recommendations on solution processing and measurements."", 'Create and update monthly/quarterly/yearly budgets as needed, collaborate with the accounting department to ensure that the figures are correct and up to date, and standardize data.', 'Assist Regional Directors in processing BOD tasks.']","['University graduate, majoring in Finance, Investment, and Corporate Accounting.', 'Be available for business trips as CFO’s requirement.', 'At least 3 years of experience in accounting - auditing, financial analysis, and Big4 auditing.', ""Ability to analyze internal data and understand the main parts of the company's operating system to optimize operating costs."", 'Self-motivated and able to work independently, have entrepreneurship mindset.', 'Able to cooperate with the team and work under pressure.', 'Result-oriented, optimistic, willing to learn new things to grow and contribute.', 'Advanced knowledge of Excel & analysis tools']"
"PROCUREMENT EXECUTIVE
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/procurement-executive.35BDE21F.html,[],[]
"ID Staff
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/id-staff.35BDE22E.html,[],[]
"[Hà Nội] Chuyên viên đào tạo
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/ha-noi-chuyen-vien-dao-tao.35BDE22F.html,[],[]
"Trưởng Phòng Pháp Chế
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/truong-phong-phap-che.35BDE22B.html,"['Chịu trách nhiệm quản lý, tổ chức, phát triển hoạt động phòng pháp chế.', 'Phụ trách toàn bộ công tác pháp lý của S2group.', 'Giám sát toàn bộ hoạt động của Công ty, đảm bảo tất cả các hoạt động của Công ty đều thực hiện theo đúng quy định pháp luật, nội quy, quy định và điều lệ công ty trong hoạt động đầu tư kinh doanh, vận hành của Công ty; đảm bảo các rủi ro pháp lý, hợp đồng được kiểm soát và dự báo đầy đủ.', 'Soạn thảo, thẩm định, đàm phán ký kết các hợp đồng, thoả thuận trong nước và Nhật Bản; các văn bản quản lý nội bộ và văn bản phát hành ra bên ngoài;', 'Tư vấn, thực hiện các thủ tục, kiểm soát tuân thủ thủ tục pháp lý doanh nghiệp liên quan đến mạng lưới hoạt động của S2group;', 'Tư vấn, đăng ký và tham gia xử lý các vi phạm liên quan đến bản quyền sở hữu trí tuệ, bản quyền;', 'Xây dựng, rà soát, hệ thống hóa, chuẩn hóa tổ chức thực hiện, triển khai các quy định nội bộ của S2group và các quy định pháp luật có liên quan tới quản trị rủi ro tuân thủ và vận hành;', 'Đề xuất biện pháp phòng ngừa các rủi ro pháp lý đối với các quy định quản lý nội bộ đảm bảo tuân thủ pháp luật;', 'Cập nhật, hệ thống và thể chế hóa các văn bản pháp lý có liên quan đến hoạt động của S2group;', 'Nghiên cứu tìm hiểu, cập nhật các quy định tham mưu cho BGĐ;', 'Phối hợp với các phòng, ban khác trong Tập đoàn và các công ty thành viên đảm bảo định hướng, mục tiêu chung của S2group;', 'Quản lý hoạt động của phòng theo định hướng hoạt động chung của S2group;', 'Thực hiện công tác đào tạo, phổ biến quy định pháp luật;', 'Đề xuất phương án khắc phục soát các vấn đề về pháp lý phát sinh theo quy định của pháp luật;', 'Tư vấn các vấn đề pháp lý phát sinh trong quá trình hoạt động của S2group;', 'Đại diện làm việc, kết nối với các cơ quan có thẩm quyền;', 'Đại diện giải quyết các tranh chấp phát sinh của Công ty với các đối tác, khách hàng, nhà thầu, cơ quan quản lý nhà nước theo chỉ định/ủy quyền của cấp có thẩm quyền, tham gia tố tụng, thi hành án theo ủy quyền.', 'Chịu trách nhiệm thẩm định pháp lý, thực hiện các thủ tục xin phép đảm bảo đúng quy định, quy trình đối với các dự án của công ty;', 'Nghiên cứu các quy định của pháp luật để lập Báo cáo rà soát pháp lý/Báo cáo pháp lý đầu tư cho dự án', 'Đảm bảo việc triển khai, thực hiện dự án theo đúng quy định pháp luật.']","['Tốt nghiệp Đại học chuyên ngành Luật, ưu tiên chuyên ngành Luật kinh tế và nắm rõ pháp luật đưa người lao động đi làm việc ở nước ngoài theo hợp đồng luật thương mại, luật xây dựng, luật đầu tư, luật giáo dục.', 'Kinh nghiệm làm việc ở vị trí tương đương từ 5 năm trở lên. Ưu tiên ứng viên có kinh nghiệm quản lý dự án, tư vấn, cố vấn cho BGĐ.', 'Kỹ năng soạn thảo văn bản, hợp đồng tốt .', 'Kỹ năng giao tiếp, đàm phán và ra quyết định tốt.', 'Có kỹ năng lãnh đạo, kỹ năng giao và đánh giá thực hiện công việc.', 'Kỹ năng làm việc độc lập và teamwork', 'Có kỹ năng quản lý và phát triển nhân viên một cách chuyên nghiệp và hiệu quả.', 'Trung thực, khách quan, có đạo đức nghề nghiệp.', 'NOTE: Độ tuổi tối thiểu từ 32 trở lên']"
"Design Drafter
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/design-drafter.35BDE22D.html,"['Produce accurate and detailed shop drawings based on customer’s requirement.', 'Collaborate with design professionals to understand design intent and translate it into technical drawings.', 'Ensure that all drawings adhere to relevant industry standards, codes, and project requirements.', 'Modify and update existing drawings to reflect design changes and adjustments.', 'Incorporate feedback from design teams, architects, and engineers to refine drawings.', 'Coordinate with various stakeholders to resolve design discrepancies and provide viable solutions.', 'Create 2D and 3D representations of design elements to illustrate concepts effectively.', 'Maintain organized records of drawings, revisions, and related documentation.', 'Assist in reviewing and checking the accuracy of shop drawings before submission.', 'Assist in the quality and content of shop drawings, which include for (but not limited to): 3D / isometric views / material legends/ additional 1:10/ 20 section details/ up-do-date title block, rev’ number , correct date/ correct dims/ additional information, sections, plans to ensure factory fabrication etc.', 'Other duties as assigned.']","['Degree/bachelor in interior design or related fields.', '1-2 years plus in a similar role within an interior design firm.', 'Proficiency in AutoCAD software usage, along with familiarity in 3D Max, Revit, Sketchup, SCOTEX, etc.', 'Demonstrate effective time management, agility, and a progressive mindset.', 'Showcase a strong team spirit and commitment to shared objectives.', 'Display responsibility and the capability to handle high-pressure situations to meet stringent deadlines.', 'Excellent drafting and visualization skills', 'Fluency in English is necessary, with a TOEIC score of 600+ or an IELTS score of 5.5+.', 'Salary will be commensurate with the candidate’s working experience and qualifications.']"
"Lead Engineer
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/lead-engineer.35BDE229.html,"['Under broad direction, supervise a team of engineers and/or other technical staff members', 'Provides technical guidance to the team', 'Responsible to ensure technical drawings are issued for fabrication', 'Utilises project management skills to execute project assignments', 'Conduct weekly meeting with team to summarise issues faced and lesson learned from the previous week', 'Possesses thorough understanding of downhole tool design and an understanding of energetics.', 'Responsible for identifying engineering risk and opportunities during project lifecycle.', 'Work closely with Project Managers and production team to discuss, analyse and resolve customer’s issues.', 'Other ad hoc job']","['Good knowledge in Autocad/Briscad, Solidworks', 'Fluent with material ASME B16.5, B16.9, etc', 'Piping design in accordance with ASME B31.1 and ASME B31.3', 'Experience in Steel structure and piping for at least 3 years', 'Able to read and understand mechanical English in specification']"
"Chuyên Viên Kỹ thuật Sản Xuất & Vận Hành Máy Ép Nhựa
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-ky-thuat-san-xuat-van-hanh-may-ep-nhua.35BDE22A.html,[],[]
"Nhân viên Kinh Doanh (Môi Trường) Tại HCM
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-moi-truong-tai-hcm.35BDE227.html,"['Tìm kiếm, thu thập và tổng hợp thông tin thị trường, tìm kiếm khách hàng mới, chăm sóc khách hàng cũ, theo đuổi khách hàng tiềm năng để giới thiệu và bán sản phẩm của công ty', 'Hỗ trợ kế toán thu hồi công nợ', 'Báo cáo kinh doanh hàng tuần, đưa ra các hướng khắc phục, cải thiện tình hình bán hàng', 'Thực hiện các công việc khác có liên quan theo yêu cầu của cấp trên']",[]
"Graphic Designer
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/graphic-designer.35BDE225.html,[],[]
"Kiểm soát viên Dịch vụ Khách hàng (Toàn quốc)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/kiem-soat-vien-dich-vu-khach-hang-toan-quoc.35BDE1FA.html,[],"['Tốt nghiệp từ Đại học trở lên.', 'Có ít nhất 02 năm kinh nghiệm Giao dịch viên. Nắm vững các nghiệp vụ liên quan đến DVKH.', 'Tiếng Anh trình độ C hoặc trình độ tương đương.', 'Tin học văn phòng trình độ B trở lên, đáp ứng được yêu cầu công việc.', 'Có tư duy tốt, xử lý nhanh, kịp thời các vấn đề phát sinh. Có khả năng làm việc độc lập; theo nhóm; chịu áp lực trong công việc.', 'Ngoại giao tốt, có khả năng phát triển khách hàng và quản lý chất lượng dịch vụ khách hàng.']"
"Trưởng nhóm Khách hàng Cá nhân - Khối Bán trực tiếp (Khu vực Đà Nẵng, Hồ Chí Minh)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/truong-nhom-khach-hang-ca-nhan-khoi-ban-truc-tiep-khu-vuc-da-nang-ho-chi-minh.35BDE1F9.html,"['Xây dựng và triển khai thực hiện chỉ tiêu kinh doanh được giao cho Nhóm và của cá nhân', 'Quản lý, tư vấn, đào tạo và giám sát đội ngũ Chuyên viên, Nhân viên, Cộng tác viên thuộc phạm vi quản lý trong việc bán các sản phẩm Ngân hàng cá nhân gồm: sản phẩm cho vay, thẻ tín dụng, tài khoản trả lương, tài khoản thanh toán cá nhân', 'Phát triển nguồn khách hàng, xây dựng mối quan hệ tốt với các đối tác trong địa bàn hoạt động,..', 'Kiểm tra, đôn đốc, hỗ trợ công tác bán hàng của các thành viên đảm bảo Nhóm tuân thủ chặt chẽ về chất lượng dịch vụ, chất lượng tín dụng và quy trình', 'Chịu trách nhiệm trước Giám đốc kinh doanh về chỉ tiêu Nhóm được giao', 'Thực hiện các công việc khác theo sự phân công của Trưởng đơn vị']","['Tốt nghiệp Đại học trở lên thuộc chuyên nghành Kinh tế tại các Trường Kinh tế quốc dân, Ngoại Thương, Thương Mại, Học viện tài chính, Học viện ngân hàng,...', 'Có tối thiểu 03 năm kinh nghiệm làm việc trong lĩnh vực tài chính ngân hàng và 01 năm tại vị trí quản lý.', 'Kỹ năng quản lý, đào tạo và xây dựng mối quan hệ tốt', 'Kỹ năng đàm phán, thuyết phục và quản trị rủi ro tốt', 'Năng động, trung thực và khả năng chịu áp lực công việc tốt']"
"Chuyên viên cao cấp Mô hình rủi ro
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-mo-hinh-rui-ro.35BDE1F8.html,[],"['Tốt nghiệp từ Đại học trở lên,\xa0chuyên ngành Toán kinh tế/ Toán/ Toán tin ứng dụng/ Kinh tế/ Ngân hàng/ Tài chính.', 'Kiến thức:', 'Kỹ năng:', 'Kinh nghiệm:', 'Ưu tiên: Ứng viên\xa0có chứng chỉ']"
"Chuyên viên Quan hệ Khách hàng Cá nhân (Toàn quốc)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-he-khach-hang-ca-nhan-toan-quoc.35BDE1F7.html,"['Tiếp cận và xây dựng mối quan hệ với khách hàng cá nhân nhằm tiếp thị, thu hút khách hàng sử dụng các sản phẩm dịch vụ của SHB', 'Tiếp nhận và xử lý các đề nghị vay vốn và các hình thức cấp tín dụng khác tại SHB', 'Thực hiện cấp các khoản tín dụng đã được ký kết với khách hàng', 'Duy trì mối quan hệ với khách hàng, thực hiện chăm sóc khách hàng theo quy định và chính sách ngân hàng bán lẻ của SHB;', 'Tư vấn, tiếp thị và bán chéo các sản phẩm dịch vụ khác của SHB cho khách hàng', 'Chịu trách nhiệm thực hiện và báo cáo các chỉ tiêu được giao trước Ban lãnh đạo tại đơn vị trực tiếp quản lý.', 'Thực hiện các công việc khác theo sự phân công của cấp quản lý']","['Tốt nghiệp Cao đẳng\xa0trở lên thuộc các lĩnh vực: Kinh tế, Ngoại thương, Thương mại, Quản trị kinh doanh, Tài chính, Ngân hàng hoặc tương đương', 'Sử dụng thành thạo tin học văn phòng', 'Tư duy tốt, có khả năng phân tích và đánh giá vấn đề', 'Có khả năng lập kế hoạch công việc hàng tuần/hàng tháng', 'Kiến thức tốt, am hiểu kiến thức cơ bản về luật, kinh tế thương mại, kiến thức về tài chính ngân hàng có liên quan đến hoạt động tín dụng;', 'Ưu tiên Ứng viên có kinh nghiệm tại vị trí tương đương']"
"Chuyên viên Quan hệ Khách hàng Cá nhân (Toàn quốc)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-he-khach-hang-ca-nhan-toan-quoc.35BDE1F6.html,"['Tiếp cận và xây dựng mối quan hệ với khách hàng cá nhân nhằm tiếp thị, thu hút khách hàng sử dụng các sản phẩm dịch vụ của SHB', 'Tiếp nhận và xử lý các đề nghị vay vốn và các hình thức cấp tín dụng khác tại SHB', 'Thực hiện cấp các khoản tín dụng đã được ký kết với khách hàng', 'Duy trì mối quan hệ với khách hàng, thực hiện chăm sóc khách hàng theo quy định và chính sách ngân hàng bán lẻ của SHB;', 'Tư vấn, tiếp thị và bán chéo các sản phẩm dịch vụ khác của SHB cho khách hàng', 'Chịu trách nhiệm thực hiện và báo cáo các chỉ tiêu được giao trước Ban lãnh đạo tại đơn vị trực tiếp quản lý.', 'Thực hiện các công việc khác theo sự phân công của cấp quản lý']","['Tốt nghiệp Cao đẳng\xa0trở lên thuộc các lĩnh vực: Kinh tế, Ngoại thương, Thương mại, Quản trị kinh doanh, Tài chính, Ngân hàng hoặc tương đương', 'Sử dụng thành thạo tin học văn phòng', 'Tư duy tốt, có khả năng phân tích và đánh giá vấn đề', 'Có khả năng lập kế hoạch công việc hàng tuần/hàng tháng', 'Kiến thức tốt, am hiểu kiến thức cơ bản về luật, kinh tế thương mại, kiến thức về tài chính ngân hàng có liên quan đến hoạt động tín dụng;', 'Ưu tiên Ứng viên có kinh nghiệm tại vị trí tương đương']"
"Trưởng nhóm Khách hàng Cá nhân - Khối Bán trực tiếp (Khu vực Hà Nội)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/truong-nhom-khach-hang-ca-nhan-khoi-ban-truc-tiep-khu-vuc-ha-noi.35BDE1F4.html,"['Xây dựng và triển khai thực hiện chỉ tiêu kinh doanh được giao cho Nhóm và của cá nhân', 'Quản lý, tư vấn, đào tạo và giám sát đội ngũ Chuyên viên, Nhân viên, Cộng tác viên thuộc phạm vi quản lý trong việc bán các sản phẩm Ngân hàng cá nhân gồm: sản phẩm cho vay, thẻ tín dụng, tài khoản trả lương, tài khoản thanh toán cá nhân', 'Phát triển nguồn khách hàng, xây dựng mối quan hệ tốt với các đối tác trong địa bàn hoạt động,..', 'Kiểm tra, đôn đốc, hỗ trợ công tác bán hàng của các thành viên đảm bảo Nhóm tuân thủ chặt chẽ về chất lượng dịch vụ, chất lượng tín dụng và quy trình', 'Chịu trách nhiệm trước Giám đốc kinh doanh về chỉ tiêu Nhóm được giao', 'Thực hiện các công việc khác theo sự phân công của Trưởng đơn vị']","['Tốt nghiệp Đại học trở lên thuộc chuyên nghành Kinh tế tại các Trường Kinh tế quốc dân, Ngoại Thương, Thương Mại, Học viện tài chính, Học viện ngân hàng,...', 'Có tối thiểu 03 năm kinh nghiệm làm việc trong lĩnh vực tài chính ngân hàng và 01 năm tại vị trí quản lý.', 'Kỹ năng quản lý, đào tạo và xây dựng mối quan hệ tốt', 'Kỹ năng đàm phán, thuyết phục và quản trị rủi ro tốt', 'Năng động, trung thực và khả năng chịu áp lực công việc tốt']"
"Chuyên viên Quan hệ Khách hàng Cá nhân (Toàn quốc)
                                             (Mới)",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-he-khach-hang-ca-nhan-toan-quoc.35BDE1F3.html,"['Tiếp cận và xây dựng mối quan hệ với khách hàng cá nhân nhằm tiếp thị, thu hút khách hàng sử dụng các sản phẩm dịch vụ của SHB', 'Tiếp nhận và xử lý các đề nghị vay vốn và các hình thức cấp tín dụng khác tại SHB', 'Thực hiện cấp các khoản tín dụng đã được ký kết với khách hàng', 'Duy trì mối quan hệ với khách hàng, thực hiện chăm sóc khách hàng theo quy định và chính sách ngân hàng bán lẻ của SHB;', 'Tư vấn, tiếp thị và bán chéo các sản phẩm dịch vụ khác của SHB cho khách hàng', 'Chịu trách nhiệm thực hiện và báo cáo các chỉ tiêu được giao trước Ban lãnh đạo tại đơn vị trực tiếp quản lý.', 'Thực hiện các công việc khác theo sự phân công của cấp quản lý']","['Tốt nghiệp Cao đẳng\xa0trở lên thuộc các lĩnh vực: Kinh tế, Ngoại thương, Thương mại, Quản trị kinh doanh, Tài chính, Ngân hàng hoặc tương đương', 'Sử dụng thành thạo tin học văn phòng', 'Tư duy tốt, có khả năng phân tích và đánh giá vấn đề', 'Có khả năng lập kế hoạch công việc hàng tuần/hàng tháng', 'Kiến thức tốt, am hiểu kiến thức cơ bản về luật, kinh tế thương mại, kiến thức về tài chính ngân hàng có liên quan đến hoạt động tín dụng;', 'Ưu tiên Ứng viên có kinh nghiệm tại vị trí tương đương']"
